TractFIPS,HOLC_Grade,HOLC_Pct,Year,MeasureId,Short_Question_Text,Measure,Data_Value
28049010500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,20.8
28049010801,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,33.5
28049010808,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,19.7
28049010809,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,15.6
28049010901,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,25.2
28049010902,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.3
28049011001,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.7
28049011002,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,23.6
28049011101,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,20.3
28049011102,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,18.2
28049011103,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,18.2
28049011400,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,32.9
28049011400,D,78.1,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,32.9
28049011500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,23.7
28049011500,D,90.7,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,23.7
28089030105,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,16.9
28121020207,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,NA
28049000100,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.6
28049000200,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.3
28049000301,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.3
28049000302,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.2
28049000400,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.8
28049000500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,19.5
28049000600,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,21.9
28049000700,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,16.1
28049000800,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.6
28049000900,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,24.4
28049001000,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,23.8
28049001000,D,50.44,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,23.8
28049001100,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,29.7
28049001200,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.8
28049001200,D,38.05,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.8
28049001300,A,31.21,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.7
28049001300,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.7
28049001400,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.1
28049001500,A,59.24,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,5.4
28049001500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,5.4
28049001600,B,57.35,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,10.7
28049001600,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,10.7
28049001900,C,41.85,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.4
28049001900,D,56.53,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.4
28049002000,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,25.2
28049002100,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,19.8
28049002200,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22
28049002300,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18
28049002400,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.3
28049002500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.6
28049002500,B,53.06,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.6
28049002700,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,16.8
28049003000,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.7
28049003000,C,31.84,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.7
28049003200,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,15.6
28049003200,D,34.52,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,15.6
28049003300,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,14.8
28049003400,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,16.1
28049003500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.5
28049003600,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,13.2
28049003700,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,14.1
28049003800,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.4
28049010101,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.6
28049010102,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,11.2
28049010201,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,14.9
28049010202,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,16.9
28049010203,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.9
28049010301,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,21.4
28049010500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,13.5
28049010801,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,20.1
28049010808,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.5
28049010809,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,10.6
28049010901,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,15.6
28049010902,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,21.4
28049011001,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,14.9
28049011002,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.5
28049011101,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,11.8
28049011102,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,11.6
28049011103,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.7
28049011400,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,24.3
28049011400,D,78.1,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,24.3
28049011500,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.7
28049011500,D,90.7,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.7
28089030105,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,2.8
28121020207,No grade,NA,2015,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,NA
28049000100,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.1
28049000200,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.9
28049000301,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.5
28049000302,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.1
28049000400,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.9
28049000500,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38
28049000600,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.3
28049000700,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.4
28049000800,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.3
28049000900,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,42.3
28049001000,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,41.6
28049001000,D,50.44,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,41.6
28049001100,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,46.1
28049001200,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.7
28049001200,D,38.05,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.7
28049001300,A,31.21,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.8
28049001300,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.8
28049001400,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.7
28049001500,A,59.24,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.6
28049001500,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.6
28049001600,B,57.35,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.2
28049001600,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.2
28049001900,C,41.85,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.2
28049001900,D,56.53,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.2
28049002000,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,42.6
28049002100,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.1
28049002200,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,40.8
28049002300,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,35.9
28049002400,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.8
28049002500,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.7
28049002500,B,53.06,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.7
28049002700,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.3
28049003000,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.3
28049003000,C,31.84,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.3
28049003200,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.4
28049003200,D,34.52,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.4
28049003300,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.2
28049003400,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,35.1
28049003500,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.2
28049003600,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.4
28049003700,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.4
28049003800,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.3
28049010101,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.8
28049010102,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.8
28049010201,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33
28049010202,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.5
28049010203,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.9
28049010301,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,39.9
28049010500,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.9
28049010801,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.3
28049010808,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.4
28049010809,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.7
28049010901,No grade,NA,2015,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,35.1
